Region;Title;KM;HM;Dauer;Level;KomootLink;Details;Image
Torres Del Paine;Mirador Cóndor;Apr 13;250;01:30;Mittel;https://www.komoot.com/tour/2958176112;Kurzer, aber knackiger Aufstieg mit dem wohl besten Panorama-Blick über den Lago Pehoé und das gesamte Massiv.;https://d2exd72xrrp1s7.cloudfront.net/www/1n/1ncc826sanrl34rd5mbyrpgxh5oyel8cy-p680411495-full/19c76d14442?width=1920&crop=false&q=80
